Дата;Номер духовки;Название программы;Программа;ID события;Печь;Количество духовок
2024-10-31 13:25:08.000;2;Программа 2;2;21;Печь 1;2
2024-10-31 14:50:44.000;2;Программа 1;1;15;Печь 1;2
2024-10-31 14:55:31.000;2;Программа 1;1;1;Печь 1;2
2024-10-31 14:57:31.000;2;Программа 1;1;20;Печь 1;2
2024-10-31 14:57:56.000;2;Программа 1;1;16;Печь 1;2
2024-10-31 14:57:56.000;2;Программа 1;1;21;Печь 1;2
2024-10-31 15:11:45.000;2;Программа 1;1;17;Печь 1;2
2024-10-31 15:12:25.000;2;Программа 1;1;18;Печь 1;2
2024-10-31 15:12:25.000;2;Программа 1;1;1;Печь 1;2
2024-10-31 15:12:25.000;2;Программа 1;1;15;Печь 1;2
2024-10-31 15:12:25.000;2;Программа 1;1;1;Печь 1;2
2024-10-31 15:12:26.000;2;Программа 1;1;8;Печь 1;2
2024-10-31 15:12:27.000;2;Программа 1;1;20;Печь 1;2
2024-10-31 15:12:46.000;2;Программа 1;1;21;Печь 1;2
2024-10-31 15:58:01.000;2;Программа 1;1;1;Печь 1;2
2024-10-31 15:58:03.000;2;Программа 1;1;20;Печь 1;2
2024-10-31 15:58:23.000;2;Программа 1;1;21;Печь 1;2
2024-10-31 15:58:24.000;2;Программа 1;1;16;Печь 1;2
2024-10-31 16:12:03.000;2;Программа 1;1;17;Печь 1;2
2024-10-31 16:12:15.000;2;Программа 1;1;18;Печь 1;2
2024-10-31 16:12:15.000;2;Программа 1;1;1;Печь 1;2
2024-10-31 16:12:15.000;2;Программа 1;1;15;Печь 1;2
2024-10-31 16:12:15.000;2;Программа 1;1;1;Печь 1;2
2024-10-31 16:12:17.000;2;Программа 1;1;8;Печь 1;2
2024-10-31 16:12:18.000;2;Программа 1;1;20;Печь 1;2
2024-10-31 16:12:48.000;2;Программа 1;1;21;Печь 1;2
2024-10-31 16:26:10.000;2;Программа 2;2;15;Печь 1;2
2024-10-31 16:28:47.000;2;Программа 2;2;1;Печь 1;2
2024-10-31 16:34:17.000;2;Программа 2;2;20;Печь 1;2
2024-10-31 16:34:44.000;2;Программа 2;2;21;Печь 1;2
2024-10-31 16:34:46.000;2;Программа 2;2;16;Печь 1;2
2024-10-31 16:35:23.000;2;Программа 2;2;20;Печь 1;2
2024-10-31 16:35:32.000;2;Программа 2;2;21;Печь 1;2
2024-10-31 17:00:45.000;2;Программа 2;2;17;Печь 1;2
2024-10-31 17:00:48.000;2;Программа 2;2;18;Печь 1;2
2024-10-31 17:00:48.000;2;Программа 2;2;15;Печь 1;2
2024-10-31 17:00:49.000;2;Программа 2;2;8;Печь 1;2
2024-10-31 17:01:36.000;2;Программа 2;2;20;Печь 1;2
2024-10-31 17:02:02.000;2;Программа 2;2;21;Печь 1;2
2024-10-31 17:02:34.000;2;Программа 3;3;15;Печь 1;2
2024-10-31 17:03:42.000;2;Программа 3;3;1;Печь 1;2
2024-10-31 17:03:52.000;2;Программа 3;3;20;Печь 1;2
2024-10-31 17:03:53.000;2;Программа 3;3;21;Печь 1;2
2024-10-31 17:03:53.000;2;Программа 3;3;16;Печь 1;2
2024-10-31 17:06:22.000;2;Программа 3;3;17;Печь 1;2
2024-10-31 17:06:38.000;2;Программа 3;3;18;Печь 1;2
2024-10-31 17:06:38.000;2;Программа 3;3;15;Печь 1;2
2024-10-31 17:06:39.000;2;Программа 3;3;1;Печь 1;2
2024-10-31 17:06:40.000;2;Программа 3;3;8;Печь 1;2
2024-10-31 17:06:41.000;2;Программа 3;3;20;Печь 1;2
2024-10-31 17:06:41.000;2;Программа 3;3;21;Печь 1;2
2024-10-31 17:10:07.000;2;Программа 1;1;15;Печь 1;2
2024-10-31 17:10:51.000;2;Программа 1;1;1;Печь 1;2
2024-10-31 17:10:52.000;2;Программа 1;1;20;Печь 1;2
2024-10-31 17:10:53.000;2;Программа 1;1;21;Печь 1;2
2024-10-31 17:10:53.000;2;Программа 1;1;16;Печь 1;2
2024-10-31 17:22:12.000;2;Программа 1;1;17;Печь 1;2
2024-10-31 17:22:19.000;2;Программа 1;1;18;Печь 1;2
2024-10-31 17:22:19.000;2;Программа 1;1;1;Печь 1;2
2024-10-31 17:22:19.000;2;Программа 1;1;15;Печь 1;2
2024-10-31 17:22:19.000;2;Программа 1;1;1;Печь 1;2
2024-10-31 17:22:20.000;2;Программа 1;1;8;Печь 1;2
2024-10-31 17:22:21.000;2;Программа 1;1;20;Печь 1;2
2024-10-31 17:22:21.000;2;Программа 1;1;21;Печь 1;2
2024-11-01 06:35:40.000;2;Программа 1;1;8;Печь 1;2
2024-11-01 06:35:46.000;2;Программа 1;1;15;Печь 1;2
2024-11-01 06:35:52.000;2;Программа 1;1;15;Печь 1;2
2024-11-01 06:42:36.000;2;Программа 1;1;1;Печь 1;2
2024-11-01 06:42:40.000;2;Программа 4;4;15;Печь 1;2
2024-11-01 06:42:41.000;2;Программа 4;4;1;Печь 1;2
2024-11-01 06:53:05.000;2;Программа 4;4;20;Печь 1;2
2024-11-01 06:53:27.000;2;Программа 4;4;21;Печь 1;2
2024-11-01 06:53:29.000;2;Программа 4;4;16;Печь 1;2
2024-11-01 07:17:18.000;2;Программа 4;4;17;Печь 1;2
2024-11-01 07:17:23.000;2;Программа 4;4;18;Печь 1;2
2024-11-01 07:17:23.000;2;Программа 4;4;15;Печь 1;2
2024-11-01 07:17:24.000;2;Программа 4;4;8;Печь 1;2
2024-11-01 07:17:31.000;2;Программа 4;4;20;Печь 1;2
2024-11-01 07:18:02.000;2;Программа 4;4;21;Печь 1;2
2024-11-01 07:18:07.000;2;Программа 2;2;15;Печь 1;2
2024-11-01 07:20:28.000;2;Программа 2;2;1;Печь 1;2
2024-11-01 07:20:31.000;2;Программа 2;2;20;Печь 1;2
2024-11-01 07:20:55.000;2;Программа 2;2;21;Печь 1;2
2024-11-01 07:20:56.000;2;Программа 2;2;16;Печь 1;2
2024-11-01 07:47:15.000;2;Программа 2;2;17;Печь 1;2
2024-11-01 07:47:31.000;2;Программа 2;2;18;Печь 1;2
2024-11-01 07:47:32.000;2;Программа 2;2;15;Печь 1;2
2024-11-01 07:47:33.000;2;Программа 2;2;8;Печь 1;2
2024-11-01 07:47:34.000;2;Программа 2;2;20;Печь 1;2
2024-11-01 07:47:58.000;2;Программа 2;2;21;Печь 1;2
2024-11-01 07:47:58.000;2;Программа 2;2;20;Печь 1;2
2024-11-01 07:47:58.000;2;Программа 2;2;21;Печь 1;2
2024-11-01 07:48:03.000;2;Программа 5;5;15;Печь 1;2
2024-11-01 07:49:54.000;2;Программа 5;5;1;Печь 1;2
2024-11-01 07:50:50.000;2;Программа 5;5;20;Печь 1;2
2024-11-01 07:51:14.000;2;Программа 5;5;21;Печь 1;2
2024-11-01 07:51:16.000;2;Программа 5;5;16;Печь 1;2
2024-11-01 07:57:15.000;2;Программа 5;5;17;Печь 1;2
2024-11-01 07:57:23.000;2;Программа 5;5;18;Печь 1;2
2024-11-01 07:57:23.000;2;Программа 5;5;15;Печь 1;2
2024-11-01 07:59:52.000;2;Программа 5;5;8;Печь 1;2
2024-11-01 07:59:53.000;2;Программа 5;5;20;Печь 1;2
2024-11-01 08:00:22.000;2;Программа 5;5;21;Печь 1;2
2024-11-01 08:00:30.000;2;Программа 3;3;15;Печь 1;2
2024-11-01 08:01:22.000;2;Программа 3;3;1;Печь 1;2
2024-11-01 08:02:10.000;2;Программа 3;3;20;Печь 1;2
2024-11-01 08:02:31.000;2;Программа 3;3;21;Печь 1;2
2024-11-01 08:02:31.000;2;Программа 3;3;16;Печь 1;2
2024-11-01 08:05:40.000;2;Программа 3;3;17;Печь 1;2
2024-11-01 08:05:49.000;2;Программа 3;3;18;Печь 1;2
2024-11-01 08:05:49.000;2;Программа 3;3;15;Печь 1;2
2024-11-01 08:05:50.000;2;Программа 3;3;8;Печь 1;2
2024-11-01 08:05:50.000;2;Программа 3;3;20;Печь 1;2
2024-11-01 08:06:16.000;2;Программа 3;3;21;Печь 1;2
2024-11-01 09:49:43.000;2;Программа 3;3;20;Печь 1;2
2024-11-01 09:57:00.000;2;Программа 3;3;21;Печь 1;2
2024-11-01 12:17:43.000;2;Программа 2;2;15;Печь 1;2
2024-11-01 12:17:51.000;2;Программа 3;3;15;Печь 1;2
2024-11-01 12:25:19.000;2;Программа 3;3;1;Печь 1;2
2024-11-01 12:26:04.000;2;Программа 3;3;16;Печь 1;2
2024-11-01 12:29:03.000;2;Программа 3;3;17;Печь 1;2
2024-11-01 12:29:07.000;2;Программа 3;3;18;Печь 1;2
2024-11-01 12:29:07.000;2;Программа 3;3;15;Печь 1;2
2024-11-01 12:29:08.000;2;Программа 3;3;8;Печь 1;2
2024-11-01 12:29:10.000;2;Программа 3;3;20;Печь 1;2
2024-11-01 12:29:27.000;2;Программа 3;3;21;Печь 1;2
2024-11-01 13:55:52.000;2;Программа 1;1;15;Печь 1;2
2024-11-01 14:00:45.000;2;Программа 1;1;1;Печь 1;2
2024-11-01 14:02:29.000;2;Программа 1;1;20;Печь 1;2
2024-11-01 14:02:50.000;2;Программа 1;1;21;Печь 1;2
2024-11-01 14:02:51.000;2;Программа 1;1;16;Печь 1;2
2024-11-01 14:16:40.000;2;Программа 1;1;17;Печь 1;2
2024-11-01 14:16:42.000;2;Программа 1;1;18;Печь 1;2
2024-11-01 14:16:42.000;2;Программа 1;1;1;Печь 1;2
2024-11-01 14:16:42.000;2;Программа 1;1;15;Печь 1;2
2024-11-01 14:16:42.000;2;Программа 1;1;1;Печь 1;2
2024-11-01 14:16:44.000;2;Программа 1;1;8;Печь 1;2
2024-11-01 14:16:45.000;2;Программа 1;1;20;Печь 1;2
2024-11-01 14:17:06.000;2;Программа 1;1;21;Печь 1;2
2024-11-01 16:18:36.000;2;Программа 4;4;15;Печь 1;2
2024-11-01 16:23:45.000;2;Программа 4;4;1;Печь 1;2
2024-11-01 16:41:14.000;2;Программа 4;4;20;Печь 1;2
2024-11-01 16:41:35.000;2;Программа 4;4;21;Печь 1;2
2024-11-01 16:41:35.000;2;Программа 4;4;16;Печь 1;2
2024-11-01 17:04:54.000;2;Программа 4;4;17;Печь 1;2
2024-11-01 17:05:23.000;2;Программа 4;4;18;Печь 1;2
2024-11-01 17:05:23.000;2;Программа 4;4;15;Печь 1;2
2024-11-01 17:05:24.000;2;Программа 4;4;8;Печь 1;2
2024-11-01 17:05:25.000;2;Программа 4;4;20;Печь 1;2
2024-11-01 17:05:47.000;2;Программа 4;4;21;Печь 1;2
2024-11-01 17:05:52.000;2;Программа 3;3;15;Печь 1;2
2024-11-01 17:07:47.000;2;Программа 3;3;1;Печь 1;2
2024-11-01 17:07:51.000;2;Программа 3;3;20;Печь 1;2
2024-11-01 17:08:11.000;2;Программа 3;3;21;Печь 1;2
2024-11-01 17:08:11.000;2;Программа 3;3;16;Печь 1;2
2024-11-01 17:11:20.000;2;Программа 3;3;17;Печь 1;2
2024-11-01 17:11:59.000;2;Программа 3;3;18;Печь 1;2
2024-11-01 17:11:59.000;2;Программа 3;3;1;Печь 1;2
2024-11-01 17:11:59.000;2;Программа 3;3;15;Печь 1;2
2024-11-01 17:11:59.000;2;Программа 3;3;1;Печь 1;2
2024-11-01 17:12:00.000;2;Программа 3;3;8;Печь 1;2
2024-11-01 17:12:04.000;2;Программа 3;3;20;Печь 1;2
2024-11-01 17:12:31.000;2;Программа 3;3;21;Печь 1;2
2024-11-01 17:12:35.000;2;Программа 5;5;15;Печь 1;2
2024-11-01 17:14:39.000;2;Программа 5;5;1;Печь 1;2
2024-11-01 17:14:53.000;2;Программа 5;5;20;Печь 1;2
2024-11-01 17:14:54.000;2;Программа 5;5;21;Печь 1;2
2024-11-01 17:14:54.000;2;Программа 5;5;16;Печь 1;2
2024-11-01 17:19:03.000;2;Программа 5;5;17;Печь 1;2
2024-11-01 17:19:34.000;2;Программа 5;5;18;Печь 1;2
2024-11-01 17:19:34.000;2;Программа 5;5;15;Печь 1;2
2024-11-01 17:19:36.000;2;Программа 5;5;8;Печь 1;2
2024-11-01 17:19:36.000;2;Программа 5;5;20;Печь 1;2
2024-11-01 17:19:37.000;2;Программа 5;5;21;Печь 1;2
2024-11-01 17:35:15.000;2;Программа 1;1;15;Печь 1;2
2024-11-01 17:37:19.000;2;Программа 1;1;1;Печь 1;2
2024-11-01 17:37:49.000;2;Программа 1;1;20;Печь 1;2
2024-11-01 17:38:10.000;2;Программа 1;1;21;Печь 1;2
2024-11-01 17:38:10.000;2;Программа 1;1;16;Печь 1;2
2024-11-01 17:51:49.000;2;Программа 1;1;17;Печь 1;2
2024-11-01 17:52:00.000;2;Программа 1;1;18;Печь 1;2
2024-11-01 17:52:00.000;2;Программа 1;1;15;Печь 1;2
2024-11-01 17:52:00.000;2;Программа 1;1;1;Печь 1;2
2024-11-01 17:52:01.000;2;Программа 1;1;8;Печь 1;2
2024-11-01 17:52:02.000;2;Программа 1;1;20;Печь 1;2
2024-11-01 17:52:27.000;2;Программа 1;1;21;Печь 1;2
2024-11-02 06:41:28.000;2;Программа 4;4;15;Печь 1;2
2024-11-02 06:41:28.000;2;Программа 4;4;1;Печь 1;2
2024-11-02 06:53:24.000;2;Программа 4;4;20;Печь 1;2
2024-11-02 06:53:47.000;2;Программа 4;4;21;Печь 1;2
2024-11-02 06:53:48.000;2;Программа 4;4;16;Печь 1;2
2024-11-02 07:17:37.000;2;Программа 4;4;17;Печь 1;2
2024-11-02 07:19:21.000;2;Программа 4;4;18;Печь 1;2
2024-11-02 07:19:21.000;2;Программа 4;4;15;Печь 1;2
2024-11-02 07:19:22.000;2;Программа 4;4;8;Печь 1;2
2024-11-02 07:19:25.000;2;Программа 4;4;20;Печь 1;2
2024-11-02 07:19:55.000;2;Программа 4;4;21;Печь 1;2
2024-11-02 07:20:00.000;2;Программа 2;2;15;Печь 1;2
2024-11-02 07:22:26.000;2;Программа 2;2;1;Печь 1;2
2024-11-02 07:22:35.000;2;Программа 2;2;20;Печь 1;2
2024-11-02 07:22:59.000;2;Программа 2;2;21;Печь 1;2
2024-11-02 07:23:01.000;2;Программа 2;2;16;Печь 1;2
2024-11-02 07:49:10.000;2;Программа 2;2;17;Печь 1;2
2024-11-02 07:49:17.000;2;Программа 2;2;18;Печь 1;2
2024-11-02 07:49:17.000;2;Программа 2;2;15;Печь 1;2
2024-11-02 07:49:18.000;2;Программа 2;2;8;Печь 1;2
2024-11-02 07:49:19.000;2;Программа 2;2;20;Печь 1;2
2024-11-02 07:49:49.000;2;Программа 2;2;21;Печь 1;2
2024-11-02 07:49:55.000;2;Программа 3;3;15;Печь 1;2
2024-11-02 07:51:00.000;2;Программа 3;3;1;Печь 1;2
2024-11-02 07:51:38.000;2;Программа 3;3;20;Печь 1;2
2024-11-02 07:52:03.000;2;Программа 3;3;21;Печь 1;2
2024-11-02 07:52:05.000;2;Программа 3;3;16;Печь 1;2
2024-11-02 07:55:13.000;2;Программа 3;3;17;Печь 1;2
2024-11-02 07:55:30.000;2;Программа 3;3;18;Печь 1;2
2024-11-02 07:55:30.000;2;Программа 3;3;15;Печь 1;2
2024-11-02 07:55:31.000;2;Программа 3;3;8;Печь 1;2
2024-11-02 07:55:32.000;2;Программа 3;3;20;Печь 1;2
2024-11-02 07:59:11.000;2;Программа 3;3;21;Печь 1;2
2024-11-02 09:37:38.000;2;Программа 3;3;20;Печь 1;2
2024-11-02 09:39:16.000;2;Программа 3;3;21;Печь 1;2
2024-11-02 09:39:16.000;2;Программа 3;3;20;Печь 1;2
2024-11-02 09:39:17.000;2;Программа 3;3;21;Печь 1;2
2024-11-02 09:58:46.000;2;Программа 1;1;15;Печь 1;2
2024-11-02 10:04:54.000;2;Программа 1;1;1;Печь 1;2
2024-11-02 10:08:40.000;2;Программа 1;1;20;Печь 1;2
2024-11-02 10:09:00.000;2;Программа 1;1;21;Печь 1;2
2024-11-02 10:09:01.000;2;Программа 1;1;16;Печь 1;2
2024-11-02 10:22:30.000;2;Программа 1;1;17;Печь 1;2
2024-11-02 10:22:39.000;2;Программа 1;1;18;Печь 1;2
2024-11-02 10:22:39.000;2;Программа 1;1;1;Печь 1;2
2024-11-02 10:22:39.000;2;Программа 1;1;15;Печь 1;2
2024-11-02 10:22:39.000;2;Программа 1;1;1;Печь 1;2
2024-11-02 10:22:40.000;2;Программа 1;1;8;Печь 1;2
2024-11-02 10:22:41.000;2;Программа 1;1;20;Печь 1;2
2024-11-02 10:23:18.000;2;Программа 1;1;21;Печь 1;2
2024-11-02 10:38:58.000;2;Программа 1;1;1;Печь 1;2
2024-11-02 10:40:56.000;2;Программа 1;1;20;Печь 1;2
2024-11-02 10:41:21.000;2;Программа 1;1;21;Печь 1;2
2024-11-02 10:41:21.000;2;Программа 1;1;16;Печь 1;2
2024-11-02 10:54:50.000;2;Программа 1;1;17;Печь 1;2
2024-11-02 10:55:02.000;2;Программа 1;1;18;Печь 1;2
2024-11-02 10:55:02.000;2;Программа 1;1;1;Печь 1;2
2024-11-02 10:55:02.000;2;Программа 1;1;15;Печь 1;2
2024-11-02 10:55:03.000;2;Программа 1;1;1;Печь 1;2
2024-11-02 10:55:04.000;2;Программа 1;1;8;Печь 1;2
2024-11-02 10:55:04.000;2;Программа 1;1;20;Печь 1;2
2024-11-02 10:55:31.000;2;Программа 1;1;21;Печь 1;2
2024-11-02 11:16:34.000;2;Программа 2;2;15;Печь 1;2
2024-11-02 11:19:38.000;2;Программа 2;2;1;Печь 1;2
2024-11-02 11:23:13.000;2;Программа 2;2;20;Печь 1;2
2024-11-02 11:23:39.000;2;Программа 2;2;21;Печь 1;2
2024-11-02 11:23:41.000;2;Программа 2;2;16;Печь 1;2
2024-11-02 11:49:20.000;2;Программа 2;2;17;Печь 1;2
2024-11-02 11:49:38.000;2;Программа 2;2;18;Печь 1;2
2024-11-02 11:49:39.000;2;Программа 2;2;15;Печь 1;2
2024-11-02 11:49:40.000;2;Программа 2;2;8;Печь 1;2
2024-11-02 11:49:41.000;2;Программа 2;2;20;Печь 1;2
2024-11-02 11:50:05.000;2;Программа 2;2;21;Печь 1;2
2024-10-31 06:01:28.000;1;Программа 1;1;20;Печь 2;2
2024-10-31 06:01:43.000;1;Программа 1;1;21;Печь 2;2
2024-10-31 06:02:13.000;1;Программа 4;4;15;Печь 2;2
2024-10-31 06:09:57.000;1;Программа 4;4;1;Печь 2;2
2024-10-31 06:10:18.000;1;Программа 4;4;20;Печь 2;2
2024-10-31 06:11:37.000;1;Программа 4;4;21;Печь 2;2
2024-10-31 06:11:46.000;1;Программа 4;4;20;Печь 2;2
2024-10-31 06:12:41.000;1;Программа 4;4;21;Печь 2;2
2024-10-31 06:14:43.000;1;Программа 4;4;1;Печь 2;2
2024-10-31 06:14:46.000;1;Программа 4;4;20;Печь 2;2
2024-10-31 06:15:56.000;1;Программа 4;4;21;Печь 2;2
2024-10-31 06:15:59.000;1;Программа 4;4;16;Печь 2;2
2024-10-31 06:40:18.000;1;Программа 4;4;17;Печь 2;2
2024-10-31 06:40:29.000;1;Программа 4;4;18;Печь 2;2
2024-10-31 06:40:29.000;1;Программа 4;4;15;Печь 2;2
2024-10-31 06:40:33.000;1;Программа 4;4;8;Печь 2;2
2024-10-31 06:40:34.000;1;Программа 4;4;20;Печь 2;2
2024-10-31 06:51:36.000;1;Программа 4;4;21;Печь 2;2
2024-10-31 07:05:39.000;1;Программа 1;1;15;Печь 2;2
2024-10-31 07:10:20.000;1;Программа 1;1;1;Печь 2;2
2024-10-31 07:15:07.000;1;Программа 1;1;20;Печь 2;2
2024-10-31 07:16:03.000;1;Программа 1;1;21;Печь 2;2
2024-10-31 07:16:04.000;1;Программа 1;1;16;Печь 2;2
2024-10-31 07:30:13.000;1;Программа 1;1;17;Печь 2;2
2024-10-31 07:30:33.000;1;Программа 1;1;18;Печь 2;2
2024-10-31 07:30:33.000;1;Программа 1;1;15;Печь 2;2
2024-10-31 07:30:34.000;1;Программа 1;1;1;Печь 2;2
2024-10-31 07:30:37.000;1;Программа 1;1;8;Печь 2;2
2024-10-31 07:30:38.000;1;Программа 1;1;20;Печь 2;2
2024-10-31 07:31:37.000;1;Программа 1;1;21;Печь 2;2
2024-10-31 07:31:58.000;1;Программа 5;5;15;Печь 2;2
2024-10-31 07:34:10.000;1;Программа 5;5;1;Печь 2;2
2024-10-31 07:38:00.000;1;Программа 5;5;20;Печь 2;2
2024-10-31 07:39:06.000;1;Программа 5;5;21;Печь 2;2
2024-10-31 07:39:07.000;1;Программа 5;5;16;Печь 2;2
2024-10-31 07:45:36.000;1;Программа 5;5;17;Печь 2;2
2024-10-31 07:45:50.000;1;Программа 5;5;18;Печь 2;2
2024-10-31 07:45:50.000;1;Программа 5;5;15;Печь 2;2
2024-10-31 07:45:54.000;1;Программа 5;5;8;Печь 2;2
2024-10-31 07:45:55.000;1;Программа 5;5;20;Печь 2;2
2024-10-31 07:46:37.000;1;Программа 5;5;21;Печь 2;2
2024-10-31 08:22:56.000;1;Программа 4;4;15;Печь 2;2
2024-10-31 08:25:58.000;1;Программа 4;4;1;Печь 2;2
2024-10-31 08:31:40.000;1;Программа 4;4;20;Печь 2;2
2024-10-31 08:32:22.000;1;Программа 4;4;21;Печь 2;2
2024-10-31 08:32:23.000;1;Программа 4;4;16;Печь 2;2
2024-10-31 08:56:22.000;1;Программа 4;4;17;Печь 2;2
2024-10-31 08:56:31.000;1;Программа 4;4;18;Печь 2;2
2024-10-31 08:56:31.000;1;Программа 4;4;15;Печь 2;2
2024-10-31 08:56:35.000;1;Программа 4;4;8;Печь 2;2
2024-10-31 08:56:36.000;1;Программа 4;4;20;Печь 2;2
2024-10-31 08:58:50.000;1;Программа 4;4;21;Печь 2;2
2024-10-31 09:09:44.000;1;Программа 1;1;15;Печь 2;2
2024-10-31 09:12:40.000;1;Программа 1;1;1;Печь 2;2
2024-10-31 09:16:01.000;1;Программа 1;1;8;Печь 2;2
2024-10-31 11:50:28.000;1;Программа 3;3;15;Печь 2;2
2024-10-31 11:57:13.000;1;Программа 3;3;1;Печь 2;2
2024-10-31 11:57:33.000;1;Программа 3;3;20;Печь 2;2
2024-10-31 11:57:50.000;1;Программа 3;3;21;Печь 2;2
2024-10-31 11:57:51.000;1;Программа 3;3;16;Печь 2;2
2024-10-31 12:01:01.000;1;Программа 3;3;17;Печь 2;2
2024-10-31 12:01:06.000;1;Программа 3;3;18;Печь 2;2
2024-10-31 12:01:06.000;1;Программа 3;3;15;Печь 2;2
2024-10-31 12:01:10.000;1;Программа 3;3;8;Печь 2;2
2024-10-31 12:01:11.000;1;Программа 3;3;20;Печь 2;2
2024-10-31 12:02:11.000;1;Программа 3;3;21;Печь 2;2
2024-10-31 14:03:22.000;1;Программа 1;1;15;Печь 2;2
2024-10-31 14:09:12.000;1;Программа 1;1;1;Печь 2;2
2024-10-31 14:12:18.000;1;Программа 1;1;20;Печь 2;2
2024-10-31 14:13:02.000;1;Программа 1;1;21;Печь 2;2
2024-10-31 14:13:04.000;1;Программа 1;1;16;Печь 2;2
2024-10-31 14:26:53.000;1;Программа 1;1;17;Печь 2;2
2024-10-31 14:26:58.000;1;Программа 1;1;18;Печь 2;2
2024-10-31 14:26:58.000;1;Программа 1;1;1;Печь 2;2
2024-10-31 14:26:58.000;1;Программа 1;1;15;Печь 2;2
2024-10-31 14:26:58.000;1;Программа 1;1;1;Печь 2;2
2024-10-31 14:27:02.000;1;Программа 1;1;8;Печь 2;2
2024-10-31 14:27:39.000;1;Программа 1;1;20;Печь 2;2
2024-10-31 14:28:26.000;1;Программа 1;1;21;Печь 2;2
2024-10-31 15:20:16.000;1;Программа 3;3;15;Печь 2;2
2024-10-31 15:24:40.000;1;Программа 3;3;1;Печь 2;2
2024-10-31 15:24:52.000;1;Программа 3;3;20;Печь 2;2
2024-10-31 15:24:59.000;1;Программа 3;3;21;Печь 2;2
2024-10-31 15:25:00.000;1;Программа 3;3;16;Печь 2;2
2024-10-31 15:28:19.000;1;Программа 3;3;17;Печь 2;2
2024-10-31 15:28:26.000;1;Программа 3;3;18;Печь 2;2
2024-10-31 15:28:26.000;1;Программа 3;3;15;Печь 2;2
2024-10-31 15:28:29.000;1;Программа 3;3;8;Печь 2;2
2024-10-31 15:28:30.000;1;Программа 3;3;20;Печь 2;2
2024-10-31 15:28:42.000;1;Программа 3;3;21;Печь 2;2
2024-10-31 17:52:10.000;1;Программа 2;2;15;Печь 2;2
2024-10-31 17:59:36.000;1;Программа 2;2;1;Печь 2;2
2024-10-31 18:00:12.000;1;Программа 2;2;1;Печь 2;2
2024-10-31 18:00:18.000;1;Программа 2;2;20;Печь 2;2
2024-10-31 18:00:19.000;1;Программа 2;2;21;Печь 2;2
2024-10-31 18:00:21.000;1;Программа 2;2;16;Печь 2;2
2024-10-31 18:24:30.000;1;Программа 2;2;17;Печь 2;2
2024-10-31 18:24:40.000;1;Программа 2;2;18;Печь 2;2
2024-10-31 18:24:41.000;1;Программа 2;2;15;Печь 2;2
2024-10-31 18:24:45.000;1;Программа 2;2;8;Печь 2;2
2024-10-31 18:24:46.000;1;Программа 2;2;20;Печь 2;2
2024-10-31 18:24:48.000;1;Программа 2;2;21;Печь 2;2
2024-10-31 18:24:57.000;1;Программа 1;1;15;Печь 2;2
2024-10-31 18:24:57.000;1;Программа 1;1;1;Печь 2;2
2024-10-31 18:25:00.000;1;Программа 1;1;20;Печь 2;2
2024-10-31 18:25:01.000;1;Программа 1;1;21;Печь 2;2
2024-10-31 18:25:03.000;1;Программа 1;1;16;Печь 2;2
2024-10-31 18:37:22.000;1;Программа 1;1;17;Печь 2;2
2024-10-31 18:37:25.000;1;Программа 1;1;18;Печь 2;2
2024-10-31 18:37:25.000;1;Программа 1;1;1;Печь 2;2
2024-10-31 18:37:25.000;1;Программа 1;1;15;Печь 2;2
2024-10-31 18:37:26.000;1;Программа 1;1;1;Печь 2;2
2024-10-31 18:37:29.000;1;Программа 1;1;8;Печь 2;2
2024-10-31 18:37:30.000;1;Программа 1;1;20;Печь 2;2
2024-10-31 18:37:32.000;1;Программа 1;1;21;Печь 2;2
2024-11-01 04:56:13.000;1;Программа 1;1;20;Печь 2;2
2024-11-01 05:14:50.000;1;Программа 1;1;21;Печь 2;2
2024-11-01 06:03:38.000;1;Программа 4;4;15;Печь 2;2
2024-11-01 06:11:06.000;1;Программа 4;4;1;Печь 2;2
2024-11-01 06:11:32.000;1;Программа 4;4;20;Печь 2;2
2024-11-01 06:13:10.000;1;Программа 4;4;21;Печь 2;2
2024-11-01 06:13:12.000;1;Программа 4;4;16;Печь 2;2
2024-11-01 06:38:01.000;1;Программа 4;4;17;Печь 2;2
2024-11-01 06:38:07.000;1;Программа 4;4;18;Печь 2;2
2024-11-01 06:38:08.000;1;Программа 4;4;15;Печь 2;2
2024-11-01 06:38:11.000;1;Программа 4;4;8;Печь 2;2
2024-11-01 06:38:12.000;1;Программа 4;4;20;Печь 2;2
2024-11-01 06:45:39.000;1;Программа 4;4;21;Печь 2;2
2024-11-01 07:02:02.000;1;Программа 1;1;15;Печь 2;2
2024-11-01 07:06:15.000;1;Программа 1;1;1;Печь 2;2
2024-11-01 07:14:47.000;1;Программа 1;1;20;Печь 2;2
2024-11-01 07:15:41.000;1;Программа 1;1;21;Печь 2;2
2024-11-01 07:15:42.000;1;Программа 1;1;16;Печь 2;2
2024-11-01 07:30:01.000;1;Программа 1;1;17;Печь 2;2
2024-11-01 07:30:05.000;1;Программа 1;1;18;Печь 2;2
2024-11-01 07:30:05.000;1;Программа 1;1;1;Печь 2;2
2024-11-01 07:30:05.000;1;Программа 1;1;15;Печь 2;2
2024-11-01 07:30:05.000;1;Программа 1;1;1;Печь 2;2
2024-11-01 07:30:08.000;1;Программа 1;1;8;Печь 2;2
2024-11-01 07:30:19.000;1;Программа 1;1;20;Печь 2;2
